,ra,dec,ids,bands
2217,266.38575375323995,-26.439996090195137,2025070300462,i
2218,268.8774939226528,-28.208026217886434,2025070300463,i
2219,268.51855907029505,-31.40224936755118,2025070300464,i
2220,271.2804538754836,-33.15516472192878,2025070300465,i
2221,274.1537296370581,-31.62796218563897,2025070300466,i
2222,271.45652624331296,-29.939752818019294,2025070300467,i
2223,277.0017135626817,-30.036716515233,2025070300468,r
2224,277.02066901818216,-33.25868907429262,2025070300469,r
2225,279.7600552461753,-31.606603245974835,2025070300470,r
2226,282.754031139253,-33.095603614348754,2025070300471,r
2227,282.5422440820169,-29.904225080679375,2025070300472,r
2228,282.92189304757505,-26.77024713910853,2025070300473,r
2229,283.3207997142793,-23.651822477693827,2025070300474,r
2230,286.4298080503757,-22.20737964129648,2025070300475,r
2231,287.00664703128734,-19.41738222398397,2025070300476,r
2232,329.2243231606274,-20.45742199161183,2025070300477,r
2233,331.8696007779642,-22.38509453354529,2025070300478,r
2234,331.93050851217896,-19.26227246163915,2025070300479,r
2235,329.3437700778776,-17.33225865518668,2025070300480,r
2236,329.4881251673079,-14.193675402352506,2025070300481,r
2237,329.68370836444166,-11.040153034829483,2025070300482,r
2238,329.9574630338206,-7.8768209907839974,2025070300483,r
2239,327.6799997438044,-5.949220409721147,2025070300484,r
2240,327.3319955030063,-9.092592638650446,2025070300485,r
2241,290.7347710607821,-15.675000144996503,2025070300486,r
2242,290.21069063091096,-18.39085852416293,2025070300487,r
2243,287.57797208060214,-16.66421487077405,2025070300488,r
2244,285.01526900289656,-15.00661229809942,2025070300489,r
2245,284.431788998638,-17.818230195061368,2025070300490,r
2246,283.8526643140422,-20.683791411220902,2025070300491,r
2247,280.8041998548641,-22.163499475646624,2025070300492,r
2248,278.89518658921014,-17.607764854325072,2025070300493,r
2249,275.91408642828515,-19.052722380696476,2025070300494,r
2250,274.1232047389094,-14.395342353018437,2025070300495,r
2251,339.70956213796774,-9.14925723546659,2025070300528,z
2252,337.19947429295655,-10.452726103342412,2025070300529,z
2253,342.1490242040992,-11.024343556495113,2025070300530,z
2254,339.6685330714109,-12.338375243899474,2025070300531,z
2255,337.151532684262,-13.629785898148196,2025070300532,z
2256,339.76040007232666,-15.484146040342424,2025070300533,z
2257,337.1969403126551,-16.77145700008673,2025070300534,z
2258,337.2522788798375,-19.900347316178983,2025070300535,z
2259,339.8677069543231,-18.615275130160022,2025070300536,z
2260,342.4359342100495,-17.30545839955578,2025070300537,z
2261,342.2817212239663,-14.172884166013514,2025070300538,z
2262,344.9604287893144,-15.972849104821139,2025070300539,z
2263,344.76539470835115,-12.840158485879549,2025070300540,z
2264,347.2185653733692,-11.48668828901883,2025070300541,z
2265,347.4471135950373,-14.617937852789476,2025070300542,z
2266,350.37833787301474,-16.133446831079265,2025070300543,z
2267,349.903488534432,-13.234588581681313,2025070300544,z
2268,352.34848608140993,-11.776931530268651,2025070300545,z
2269,352.13350157749386,-8.676689821991479,2025070300546,z
2270,273.5309058407561,-17.43247795838775,2025070300496,r
2271,270.5834053491746,-18.844601128432103,2025070300497,r
2272,272.95807003004745,-20.514509489238716,2025070300498,r
2273,275.374019810691,-22.144598448883986,2025070300499,r
2274,277.83592707611814,-23.73185213542978,2025070300500,r
2275,274.8205976093158,-25.250544779220185,2025070300501,r
2276,277.3273924186946,-26.84933705307199,2025070300502,r
2277,280.34913217545187,-25.274072485657037,2025070300503,r
2278,279.8958917466008,-28.40184182072574,2025070300504,r
2279,285.8954042039878,-25.101165088751607,2025070300505,r
2280,288.5491602069128,-26.555905785125976,2025070300506,r
2281,285.57007912481265,-28.2229196352799,2025070300507,r
2282,288.361615321586,-29.658857819640705,2025070300508,r
2283,285.3299896927705,-31.342309641164746,2025070300509,r
2284,288.72809186514786,-32.49935562668339,2025070300510,r
2285,292.066989954203,-33.03237728002693,2025070300511,r
2286,291.3250190681046,-28.45176355263417,2025070300512,r
2287,291.8856493506438,-25.662590620366945,2025070300513,r
2288,295.2100552222192,-24.776236563717642,2025070300514,r
2289,295.6657720197512,-22.051744582902167,2025070300515,r
2290,331.9915439164069,-16.131214172683055,2025070300516,r
2291,299.20466791243695,-18.509801903418996,2025070300517,r
2292,296.5288227967777,-16.595771880754913,2025070300518,r
2293,292.90714126785804,-20.227829182931874,2025070300519,r
2294,292.4073319026642,-22.941883265378564,2025070300520,r
2295,289.66702332533765,-21.097606343953817,2025070300521,r
2296,289.104781403961,-23.80459635884213,2025070300522,r
2297,281.34659015030167,-19.15918587314536,2025070300523,r
2298,278.33717588093094,-20.63036080891038,2025070300524,r
2299,332.9855774321025,-3.453263772153046,2025070300525,z
2300,335.1717673450875,-5.349796038168642,2025070300526,z
2301,337.40080028342544,-7.251342615980819,2025070300527,z
2302,352.40485324119913,-5.831714593588133,2025070300547,z
2303,350.2733728242886,-3.955655131321033,2025070300548,z
2304,353.19342808492223,-2.8253807148228005,2025070300549,z
2305,351.1274640635193,-0.9387419416017526,2025070300550,z
2306,352.14337224552463,1.814788317395301,2025070300551,z
2307,350.0512902965162,3.7401580404802357,2025070300552,z
2308,349.0701260667669,0.8958006116305308,2025070300553,z
2309,347.01070593686813,2.7266981317438415,2025070300554,z
2310,346.14789296460253,-0.29083499993643624,2025070300555,z
2311,348.20536728782133,-2.1219809310616062,2025070300556,z
2312,347.3700550251226,-5.161556524476425,2025070300557,z
2313,345.30436946844463,-3.3298016225589713,2025070300558,z
2314,344.7376359063315,-6.486626878412443,2025070300559,z
2315,344.5993910496724,-9.690711488216568,2025070300560,z
2316,342.2110117269911,-7.824722581517022,2025070300561,z
2317,342.5816648625134,-4.6238252754733296,2025070300562,z
2318,343.2490160148447,-1.4937376157723399,2025070300563,z
2319,344.08805223392744,1.5437122070121663,2025070300564,z
2320,342.0177708411575,3.3822626062695544,2025070300565,z
2321,341.1894429862443,0.3461363472691447,2025070300566,z
2322,340.4771082753331,-2.762695514679351,2025070300567,z
2323,339.9676358270005,-5.940835663090013,2025070300568,z
2324,337.7983831749428,-4.056852419010506,2025070300569,z
2325,338.38703052216704,-0.9037979885458722,2025070300570,z
2326,336.2945591524542,0.9518102110191177,2025070300571,z
2327,335.662175920463,-2.1779285434365514,2025070300572,z
2328,330.8156439251146,-1.5669027151647925,2025070300573,r
2329,328.1172675928405,-2.813709641524485,2025070300574,r
2330,330.3315521299243,-4.714272557452654,2025070300575,r
2331,332.56553160492854,-6.626390911818662,2025070300576,r
2332,334.84417324113775,-8.542654927085096,2025070300577,r
2333,332.27648188577183,-9.80761211874422,2025070300578,r
2334,332.0954062076425,-12.979333220935878,2025070300579,r
2335,334.66431094535045,-11.730751015403113,2025070300580,r
2336,354.7937860125379,-9.805330333041507,2025070300581,r
2337,355.4431347969131,-12.566154665529208,2025070300582,r
2338,357.86383727983616,-10.528896071676622,2025070300583,r
2339,0.6967353702342981,-10.795240266312206,2025070300584,r
2340,356.68839207197635,-7.646518222830611,2025070300585,r
2341,355.2045916479519,-5.198461763683524,2025070300586,r
2342,358.31753565878034,-4.994301140900223,2025070300587,r
2343,359.53867885061186,-7.8755411475143635,2025070300588,r
2344,2.319772738799194,-8.08023697338168,2025070300589,r
2345,351.0846038581876,6.470044970346212,2025070300612,r
2346,1.1202283476432169,-5.162377644834562,2025070300590,r
2347,3.8818845096145096,-5.351073609699505,2025070300591,r
2348,2.3852981878600503,-2.5127572545787746,2025070300592,r
2349,359.44883506016384,-2.4354112249045445,2025070300593,r
2350,356.3144258091277,-2.5903454277061746,2025070300594,r
2351,354.24559529546275,-0.23380450705289876,2025070300595,r
2352,355.31444145127756,2.3070372611293415,2025070300596,r
2353,357.39173868242534,-0.04702390598161953,2025070300597,r
2354,358.46571258274014,2.4885135233904374,2025070300598,r
2355,0.5272372422333055,0.10140132341248544,2025070300599,r
2356,3.5358032875876706,0.08560742494111886,2025070300600,r
2357,1.6038960848910926,2.637229294659849,2025070300601,r
2358,359.5458340874002,5.0276963024112185,2025070300602,r
2359,2.6906615706279484,5.177063104941347,2025070300603,r
2360,3.7953625490895395,7.72235840525342,2025070300604,r
2361,1.7474781016672782,10.126617610415286,2025070300605,r
2362,0.6379043345607973,7.573416217553365,2025070300606,r
2363,358.5620274923867,9.941232063763875,2025070300607,r
2364,357.46938592552425,7.388496507181656,2025070300608,r
2365,356.3881078709698,4.8447528462437885,2025070300609,r
2366,354.2728307082568,7.0486746164489436,2025070300610,r
2367,353.2015358665098,4.452617255871794,2025070300611,r
2368,347.96246362214686,5.6220463859749845,2025070300613,r
2369,4.653817040979981,2.6598460618987056,2025070300614,i
2370,7.62690104318489,2.604768091497793,2025070300615,i
2371,6.45171548875182,-0.010169244273522025,2025070300616,i
2372,5.226291465330347,-2.657820093806896,2025070300617,i
2373,8.031212289985241,-2.8148120819680593,2025070300618,i
2374,6.643147519680143,-5.52904718954944,2025070300619,i
2375,5.095377422272953,-8.265614349152758,2025070300620,i
2376,9.413191157988194,-5.690968021091036,2025070300621,i
2377,10.82655681054166,-2.965522016969015,2025070300622,i
2378,9.315591620274692,-0.1359423382475566,2025070300623,i
2379,10.54793707218589,2.510968621543111,2025070300624,i
2380,8.790730538874033,5.199257835211673,2025070300625,i
2381,9.965780092999967,7.780653118320817,2025070300626,i
2382,11.167699071348169,10.35197744032364,2025070300627,i
2383,8.063631457585766,10.342535611512242,2025070300628,i
2384,9.25779872159449,12.897979848880743,2025070300629,i
2385,10.494564586386819,15.447699166803721,2025070300630,i
2386,6.081751187583869,12.827539760132202,2025070300631,i
2387,2.8797825911057853,12.687220054084262,2025070300632,i
2388,4.923677574821732,10.272987395567975,2025070300633,i
2389,6.904271429348047,7.784273638843344,2025070300634,i
2390,5.771101214586066,5.224020048340429,2025070300635,i
2391,296.52894042555926,-16.595847667196555,2025070300636,g
2392,293.8608899832732,-14.77736819960352,2025070300637,g
2393,290.7347707962908,-15.675064481649805,2025070300638,g
2394,293.39034733238856,-17.50767556044638,2025070300639,g
2395,292.907076776579,-20.22780669515952,2025070300640,g
2396,290.2105522804165,-18.39081599561632,2025070300641,g
2397,289.6670775931126,-21.097586527546724,2025070300642,g
2398,292.40741936710003,-22.941937006261686,2025070300643,g
2399,291.8855969590045,-25.662569679720384,2025070300644,g
2400,289.10499488962034,-23.80463878645174,2025070300645,g
2401,288.54898126534357,-26.55588223410508,2025070300646,g
2402,291.3252885345689,-28.45174573471587,2025070300647,g
2403,288.36165218517687,-29.658837400567773,2025070300648,g
2404,285.3299155027452,-31.3423022969741,2025070300649,g
2405,288.7280990102064,-32.49933595438825,2025070300650,g
2406,292.06711625600883,-33.032390338964085,2025070300651,g
2407,293.61820859821376,-30.49691857176409,2025070300652,g
2408,295.773046365645,-33.00672863026717,2025070300653,g
2409,296.85143809236826,-30.018599409173213,2025070300654,g
2410,294.6871277547755,-27.533452616000552,2025070300655,g
2411,297.77351988758863,-26.98982869685384,2025070300656,g
2412,300.7933736364661,-26.42311494222508,2025070300657,g
2413,299.97080957810243,-29.477058363932475,2025070300658,g
2414,303.0457778562416,-28.86552045225602,2025070300659,g
2415,303.78045243054413,-25.795696028971992,2025070300660,g
2416,306.08814201730695,-28.183849353273647,2025070300661,g
2417,309.09959185677667,-27.433229285331866,2025070300662,g
2418,306.7410734342434,-25.102619827027063,2025070300663,g
2419,309.67606493461335,-24.343594096969127,2025070300664,g
2420,312.08094810336115,-26.61535102789123,2025070300665,g
2421,315.030613103108,-25.7323291422014,2025070300666,g
2422,317.94767109115526,-24.78683970659195,2025070300667,g
2423,312.58474648695704,-23.51946820372435,2025070300668,g
2424,310.15030495582016,-21.293493600054454,2025070300669,g
2425,307.2595571054296,-22.071335386029727,2025070300670,g
2426,304.3363544359775,-22.791245883605907,2025070300671,g
2427,307.6871788437959,-19.09096295999848,2025070300672,g
2428,304.78165153463306,-19.849778901325074,2025070300673,g
2429,301.3728519079047,-23.46068244158802,2025070300674,g
2430,301.82557425104017,-20.57369979803632,2025070300675,g
2431,302.22132068006687,-17.731380016169126,2025070300676,g
2432,299.2047965532078,-18.50977258690064,2025070300677,g
2433,299.59642318734797,-15.738916618028954,2025070300678,g
2434,298.7977998543535,-21.289869944336612,2025070300679,g
2435,298.3474185218681,-24.100867292621338,2025070300680,g
2436,295.2101028819874,-24.776335188453345,2025070300681,g
2437,295.6656518372356,-22.051712500906955,2025070300682,g
2438,296.1019917604505,-19.32744232974682,2025070300683,g
2439,296.5290425888294,-16.59583721857756,2025070300684,r
2440,293.86105418104523,-14.777359288963076,2025070300685,r
2441,290.7348969478286,-15.675136140632492,2025070300686,r
2442,293.39031399956315,-17.507668371025822,2025070300687,r
2443,292.9070832246342,-20.22780158386806,2025070300688,r
2444,290.2104608241159,-18.39080990130044,2025070300689,r
2445,289.6671705254083,-21.09757744539006,2025070300690,r
2446,292.40734384018845,-22.941927614008684,2025070300691,r
2447,291.8857341941156,-25.662618154566804,2025070300692,r
2448,289.10484291004434,-23.804627362877397,2025070300693,r
2449,288.54910997166587,-26.5558728767408,2025070300694,r
2450,291.32506649175116,-28.451786180141386,2025070300695,r
2451,288.3616574471431,-29.658828367111514,2025070300696,r
2452,285.33005082537716,-31.342288668905184,2025070300697,r
2453,288.72797380957036,-32.499327448529755,2025070300698,r
2454,292.06724247886746,-33.032389173689076,2025070300699,r
2455,293.6181946110374,-30.49690844545976,2025070300700,r
2456,295.7729060498801,-33.006722217210175,2025070300701,r
2457,296.8513965401707,-30.018589823985998,2025070300702,r
2458,294.68712373030405,-27.533445857819746,2025070300703,r
2459,297.7735539839671,-26.989772122937943,2025070300704,r
2460,300.79334552571015,-26.423057973118276,2025070300705,r
2461,299.9710382677687,-29.477052435147368,2025070300706,r
2462,303.04588898740116,-28.865513635703277,2025070300707,r
2463,303.7805022385801,-25.79568942797963,2025070300708,r
2464,306.08804343859276,-28.18384349464759,2025070300709,r
2465,309.09952122393395,-27.43322384585387,2025070300710,r
2466,306.7409452185089,-25.102615020525644,2025070300711,r
2467,309.67612020057595,-24.343593352146396,2025070300712,r
2468,312.08084356974575,-26.61534633871837,2025070300713,r
2469,315.0308319540477,-25.732328554554503,2025070300714,r
2470,317.9476042726741,-24.786895116903015,2025070300715,r
2471,312.5850189765727,-23.519465841363004,2025070300716,r
2472,310.15037654068465,-21.293490074724584,2025070300717,r
2473,307.259306800897,-22.071330956119546,2025070300718,r
2474,304.33638224948146,-22.791241355015316,2025070300719,r
2475,307.6869703648965,-19.090961280017968,2025070300720,r
2476,304.7815047296999,-19.849700516339187,2025070300721,r
2477,301.372968159791,-23.460679284748764,2025070300722,r
2478,301.82568685473433,-20.573695889030045,2025070300723,r
2479,302.2212538581591,-17.73137718334199,2025070300724,r
2480,299.2049204812169,-18.509768591368555,2025070300725,r
2481,299.59645903864,-15.738995949467526,2025070300726,r
2482,298.7976425409152,-21.28986797286025,2025070300727,r
2483,298.3475078575601,-24.100864437228324,2025070300728,r
2484,253.46926327332747,-27.878289147701143,2025070400033,z
2485,250.66464630914533,-32.337311526148476,2025070400034,z
2486,253.6136267698064,-30.95402652366023,2025070400035,z
2487,256.496066157529,-29.534905210932283,2025070400036,z
2488,256.2523949661392,-26.490073416954186,2025070400037,z
2489,258.9777843023198,-25.071171483210343,2025070400038,z
2490,259.31541208790566,-28.0817665517989,2025070400039,z
2491,259.6613034674422,-31.073037628541087,2025070400041,z
2492,262.97082547337305,-32.467122549936434,2025070400043,z
2493,266.4182708853215,-33.6984556695259,2025070400044,z
2494,265.8616348001754,-30.831196864510435,2025070400045,z
2495,262.5190501713168,-29.537729578824965,2025070400046,z
2496,265.3115615945486,-27.956321972015377,2025070400047,z
2497,262.0736783936957,-26.593058996838828,2025070400048,z
2498,264.7765485710887,-25.063521955286554,2025070400049,z
2499,261.64821902048504,-23.621548509827722,2025070400050,z
2500,264.2683498974485,-22.138283671693607,2025070400051,z
2501,266.84496251636455,-20.61412880831772,2025070400052,z
2502,263.80310880988395,-19.162895080011232,2025070400053,z
2503,263.404353703594,-16.118255103176867,2025070400054,z
2504,260.9215042635087,-17.545090468851658,2025070400055,z
2505,261.25769612755124,-20.60991987043535,2025070400056,z
2506,258.66473000538804,-22.031035010896908,2025070400057,z
2507,256.01915525941746,-23.4261496142964,2025070400058,z
2508,258.392323975737,-18.951583498111734,2025070400059,z
2509,258.17364927981146,-15.829228057465627,2025070400060,z
2510,255.6455088443273,-17.213026633347727,2025070400061,z
2511,255.81337161790196,-20.33499370856403,2025070400062,z
2512,253.06944262462136,-18.57022439089821,2025070400063,z
2513,253.18244722928156,-21.691844594512677,2025070400064,z
2514,253.32007410133426,-24.793137454723364,2025070400065,z
2515,250.49929515673364,-23.017932569855123,2025070400066,z
2516,250.4435331958615,-19.89648868361112,2025070400067,z
2517,247.77167197347896,-18.062537167708534,2025070400068,z
2518,245.1687802401207,-16.193146065103175,2025070400069,z
2519,245.10561498753657,-19.312990130063046,2025070400070,z
2520,247.7676926657318,-21.186381495766643,2025070400071,z
2521,245.04360243086782,-22.434415686658546,2025070400072,z
2522,244.97848350788783,-25.55761247885786,2025070400073,z
2523,247.76398563219303,-24.308343166194962,2025070400074,z
2524,250.56543252867775,-26.128797852618447,2025070400075,z
2525,247.75625509384633,-27.428663258125933,2025070400076,z
2526,244.760822066997,-31.826364075336173,2025070400078,y
2527,247.72516680353374,-30.55163204046823,2025070400079,y
2528,250.62756082684763,-29.233575146078177,2025070400080,y
2529,245.0436308454021,-22.434415064131514,2025070400118,y
2530,244.97855183670325,-25.557611477633078,2025070400119,y
2531,247.76392305697883,-24.308342260462997,2025070400120,y
2532,250.5656381719183,-26.128794861328988,2025070400121,y
2533,247.756404759889,-27.42866086820042,2025070400122,y
2534,244.89312261528457,-28.687172291377678,2025070400123,y
2535,250.3905629489978,-16.76976399674074,2025070400124,y
2536,252.9624128523606,-15.44043112022815,2025070400125,y
2537,260.6558480087018,-14.422676693830375,2025070400126,y
2538,263.09717352554566,-12.996366192680297,2025070400127,y
2539,257.96860387904775,-12.693417344883384,2025070400128,y
2540,255.48766110701646,-14.079922868760846,2025070400129,y
2541,252.90235470741408,-12.28749997920085,2025070400130,y
2542,250.36776166749974,-13.628198063499244,2025070400131,y
2543,253.4692709848145,-27.878279433448903,2025070400081,y
2544,250.6644419744784,-32.33732638066698,2025070400082,y
2545,253.61361063654275,-30.95401702320502,2025070400083,y
2546,256.4961800530422,-29.534894644507894,2025070400084,y
2547,256.25248695807227,-26.490015357252478,2025070400085,y
2548,258.9776894299997,-25.07116127260473,2025070400086,y
2549,259.31495714438887,-28.081754290877488,2025070400087,y
2550,256.7342044140457,-32.56848841820061,2025070400088,y
2551,259.66121319853943,-31.073027187456407,2025070400089,y
2552,260.00161212797815,-34.053907186816204,2025070400090,y
2553,262.9707792571971,-32.46711105491031,2025070400091,y
2554,266.4182636048534,-33.69844370722538,2025070400092,y
2555,265.861721481816,-30.831185811631045,2025070400093,y
2556,262.51874506349316,-29.537717197809638,2025070400094,y
2557,265.31146845413235,-27.956310479018526,2025070400095,y
2558,262.07361623371884,-26.593096520033697,2025070400096,y
2559,264.7765910696426,-25.063511277566263,2025070400097,y
2560,261.6482423109588,-23.621540093216595,2025070400098,y
2561,266.8450080969606,-20.61418689391472,2025070400100,y
2562,260.92150031943754,-17.54516093311296,2025070400103,y
2563,261.2576593624184,-20.609910851581446,2025070400104,y
2564,258.6643209079026,-22.031089487218054,2025070400105,y
2565,245.2502882356864,-13.071121482871515,2025070400133,y
2566,252.96247006141115,-15.440338877651305,2025070400136,y
2567,258.1735750035679,-15.82921182266202,2025070400138,y
2568,260.9216394635308,-17.545073443934676,2025070400140,y
2569,261.2576975994585,-20.60990393257976,2025070400141,y
2570,267.42988367480206,-23.482944609905644,2025070400142,y
2571,268.04429800694976,-26.317935566904325,2025070400143,y
2572,270.72206333497684,-24.60636823292581,2025070400144,y
2573,264.2682423842537,-22.138339379876722,2025070400099,y
2574,263.8030103319467,-19.16288405060692,2025070400101,y
2575,263.40427203853403,-16.118247772996924,2025070400102,y
2576,256.0193324687193,-23.426142510347056,2025070400106,y
2577,258.3925547657329,-18.95157486183116,2025070400107,y
2578,255.6456358605213,-17.213016882659442,2025070400108,y
2579,253.069370038352,-18.570288903319877,2025070400109,y
2580,253.1824394005773,-21.69183410779524,2025070400110,y
2581,253.3199219665641,-24.793127574143664,2025070400111,y
2582,250.4992436907654,-23.017923256049468,2025070400112,y
2583,250.44356891630818,-19.896480256187726,2025070400113,y
2584,247.77168180914504,-18.062616866960653,2025070400114,y
2585,245.16872314601562,-16.19323305953609,2025070400115,y
2586,245.1057156419347,-19.31298767071133,2025070400116,y
2587,247.7676804671472,-21.18646253841244,2025070400117,y
2588,247.84449020001327,-11.791330472104228,2025070400132,y
2589,247.79037252840737,-14.932167369234518,2025070400134,y
2590,245.250498008427,-13.0712240308449,2025070400135,y
2591,255.6454552708833,-17.213014458665178,2025070400137,y
2592,258.39233954786545,-18.951571462830298,2025070400139,y
2593,272.1486038270101,-30.12812402130814,2025070400148,y
2594,274.88337222737147,-28.22447075343833,2025070400150,y
2595,277.5304383777245,-26.22214110012,2025070400152,y
2596,276.53169279890324,-33.67232188077749,2025070400154,y
2597,282.9144041695919,-32.14025064649232,2025070400156,y
2598,281.9193773383966,-29.461550766383972,2025070400157,y
2599,283.4785334284083,-24.601635486606988,2025070400158,y
2600,276.70808645300247,-23.540521420553155,2025070400159,y
2601,273.347100433347,-22.79916595010039,2025070400160,y
2602,270.0406752319111,-21.833786955178894,2025070400161,y
2603,271.42533924726365,-27.368059518719296,2025070400145,y
2604,268.67859289994664,-29.136115889590496,2025070400146,y
2605,269.3274516972943,-31.948262954183335,2025070400147,y
2606,272.89217204704335,-32.89103511796113,2025070400149,y
2607,274.1027690687202,-25.50965926436878,2025070400151,y
2608,275.69194395509726,-30.945498091272015,2025070400153,y
2609,279.2851338356936,-31.608513375448016,2025070400155,y
2610,269.38691282065605,-19.0331855415079,2025070400162,y
2611,275.91549257171954,-20.86756289178047,2025070400164,y
2612,278.41285416768227,-18.78993937278719,2025070400165,y
2613,274.40212810410173,-15.541803213174834,2025070400167,y
2614,271.2283294684013,-14.596878625464837,2025070400169,y
2615,266.30636000207187,-17.68749129935291,2025070400171,y
2616,265.8451725297599,-14.672921130541187,2025070400172,y
2617,263.0971112764687,-12.996453336173536,2025070400174,y
2618,255.48772460272232,-14.080009638943023,2025070400177,y
2619,272.6143639101336,-20.087611862883495,2025070400163,y
2620,275.14808700655954,-18.202293526172838,2025070400166,y
2621,271.90521246392365,-17.362884044021502,2025070400168,y
2622,268.7769871004554,-16.174355220314496,2025070400170,y
2623,263.40438332184704,-16.1182303557912,2025070400173,y
2624,260.65600946811213,-14.422663591648918,2025070400175,y
2625,257.96873139100796,-12.69340191413443,2025070400176,y
2626,252.90224756522124,-12.287478444663021,2025070400178,y
2627,250.3676752285659,-13.628276546228514,2025070400179,y
2628,247.84429152476008,-11.79130871752006,2025070400180,y
2629,245.25040210261804,-13.071102425248553,2025070400181,y
2630,252.96257854535287,-15.440327529493969,2025070400182,y
2631,255.64549832319446,-17.21300710388252,2025070400183,y
2632,258.1735599454781,-15.829207187459048,2025070400184,y
2633,258.3922239860986,-18.95156480905081,2025070400185,y
2634,260.92153426552375,-17.545161008474558,2025070400186,y
2635,261.2576421144324,-20.6099850782926,2025070400187,y
2636,267.42974446359324,-23.48300295224033,2025070400188,y
2637,268.0441578719323,-26.317930903641173,2025070400189,y
2638,270.72196023203395,-24.606363718693366,2025070400190,y
2639,271.4251538671544,-27.36809826237337,2025070400191,y
2640,268.6786055329979,-29.13614304533301,2025070400192,y
2641,269.3274593672683,-31.94825645875421,2025070400193,y
2642,272.1487351509041,-30.12811986493184,2025070400194,y
2643,272.8920331442056,-32.89102951515993,2025070400195,y
2644,274.88357970677936,-28.22446747591786,2025070400196,y
2645,274.10290948361165,-25.509657143678222,2025070400197,y
2646,277.5305480293573,-26.222140577485558,2025070400198,y
2647,275.6919639098323,-30.945494436080192,2025070400199,y
2648,276.5317577690734,-33.67229382495251,2025070400200,y
2649,279.28533927368323,-31.608509393766976,2025070400201,y
2650,280.2288824227792,-34.30847949870733,2025070400202,y
2651,282.9141559631211,-32.140245858245876,2025070400203,y
2652,281.91945993017475,-29.461549280653774,2025070400204,y
2653,284.4475802161473,-27.257503174866713,2025070400205,y
2654,283.47852151428225,-24.601636279745545,2025070400206,y
2655,276.70806794618426,-23.540521262249722,2025070400207,y
2656,273.3470036474557,-22.79916726178544,2025070400208,y
2657,270.04054857924257,-21.833789351090278,2025070400209,y
2658,269.3870156642755,-19.033273841890757,2025070400210,y
2659,272.614300605208,-20.087616713045893,2025070400211,y
2660,275.91543542672474,-20.86756581157305,2025070400212,y
2661,278.4127832087991,-18.789942101352228,2025070400213,y
2662,275.14801074912157,-18.20229809092938,2025070400214,y
2663,274.40206258635,-15.541816715504119,2025070400215,y
2664,271.9050429501509,-17.362889169786442,2025070400216,y
2665,271.22836591147154,-14.596891878120454,2025070400217,y
2666,268.7770833587589,-16.1743642310378,2025070400218,y
2667,266.30641167029694,-17.687415576478426,2025070400219,y
2668,265.8452514540682,-14.672930340228223,2025070400220,y
2669,263.4043372897889,-16.11833866387524,2025070400221,y
2670,263.0971179811758,-12.996364852974638,2025070400222,y
2671,260.6560714939903,-14.422674624978255,2025070400223,y
2672,257.96884428313524,-12.693407915876326,2025070400224,y
2673,255.48764471099292,-14.07991145084297,2025070400225,y
2674,252.9025017730815,-12.287555517895965,2025070400226,y
2675,250.367775270159,-13.628175443653342,2025070400227,y
2676,247.84452241481753,-11.791298698281546,2025070400228,y
2677,276.8526424412703,-13.48555469047874,2025070400229,y
2678,280.0853421369461,-24.11338852552497,2025070400244,y
2679,277.6217373773963,-16.136908150769518,2025070400230,y
2680,280.97898594953114,-26.784949503872955,2025070400233,y
2681,280.08565847541576,-24.113386517526664,2025070400234,y
2682,280.8477829440478,-16.65665219714931,2025070400236,y
2683,281.6862037776807,-19.30066812748657,2025070400239,y
2684,284.91837734007066,-19.660005643704054,2025070400240,y
2685,279.23208624653216,-21.448416112171355,2025070400243,y
2686,286.85873919635975,-24.964296494642078,2025070400245,y
2687,290.21879975607385,-25.21799941089087,2025070400246,y
2688,287.9144619947262,-27.610425398652332,2025070400249,y
2689,286.5756805242364,-32.565871334341864,2025070400251,y
2690,292.612078770115,-30.4817516959536,2025070400253,y
2691,296.1827511767781,-30.62795827413094,2025070400255,y
2692,303.32896570096585,-30.72643744494881,2025070400257,y
2693,298.2678228293948,-28.109084986951864,2025070400259,y
2694,300.2054987553537,-25.526280005807237,2025070400261,y
2695,295.5965609877385,-22.825542655125254,2025070400263,y
2696,297.4767357115054,-20.187034552918444,2025070400265,y
2697,280.84774886669817,-16.656663122162527,2025070400286,y
2698,285.8635329541238,-22.314019657961218,2025070400289,y
2699,280.0854604886422,-24.11339490905363,2025070400291,y
2700,293.5606709632537,-25.384198155165915,2025070400293,y
2701,287.91462770739224,-27.61042528056167,2025070400295,y
2702,286.57537317934793,-32.5658648028035,2025070400297,y
2703,289.04297058765326,-30.24934562981365,2025070400298,y
2704,292.6119078261082,-30.481774286163294,2025070400299,y
2705,294.8236299628607,-28.01831080118799,2025070400300,y
2706,296.18279513414757,-30.62791975732858,2025070400301,y
2707,279.23200267300683,-21.448416110227022,2025070400231,y
2708,278.38778761369554,-28.912038231428546,2025070400232,y
2709,281.68610062262604,-19.300742666571757,2025070400235,y
2710,280.03799279836267,-14.014983758447014,2025070400237,y
2711,280.8478074606879,-16.656654124260566,2025070400238,y
2712,285.8635374602076,-22.313947203082662,2025070400241,y
2713,282.5604562686526,-21.948943313327874,2025070400242,y
2714,299.20944404628386,-17.48317540774215,2025070400266,y
2715,297.884612495493,-14.738124789515338,2025070400268,y
2716,296.57172953671,-11.96456870989401,2025070400270,y
